CVI Map File

Image file path:        c:\FlexiTester.OK\plugins\automat.dll
Timestamp:              6067110A (April 02 2021 12:41:46 GMT)
Preferred base address: 10000000

Rva+Base      Symbol                                        Module
10060E90      _DAQmxGetCIPrescaler@12                       NIDAQmx_CG.obj
10060F10      _DAQmxSetCIPrescaler@12                       NIDAQmx_CG.obj
10060F90      _DAQmxResetCIPrescaler@8                      NIDAQmx_CG.obj
10061018      _DAQmxGetCIMaxMeasPeriod@12                   NIDAQmx_CG.obj
100610A0      _DAQmxSetCIMaxMeasPeriod@16                   NIDAQmx_CG.obj
10061140      _DAQmxResetCIMaxMeasPeriod@8                  NIDAQmx_CG.obj
10061198      _DAQmxGetCOOutputType@12                      NIDAQmx_CG.obj
10061220      _DAQmxGetCOPulseIdleState@12                  NIDAQmx_CG.obj
10061278      _DAQmxSetCOPulseIdleState@12                  NIDAQmx_CG.obj
100612D0      _DAQmxResetCOPulseIdleState@8                 NIDAQmx_CG.obj
10061328      _DAQmxGetCOPulseTerm@16                       NIDAQmx_CG.obj
100613A8      _DAQmxSetCOPulseTerm@12                       NIDAQmx_CG.obj
10061428      _DAQmxResetCOPulseTerm@8                      NIDAQmx_CG.obj
100614B0      _DAQmxGetCOPulseTimeUnits@12                  NIDAQmx_CG.obj
10061508      _DAQmxSetCOPulseTimeUnits@12                  NIDAQmx_CG.obj
10061560      _DAQmxResetCOPulseTimeUnits@8                 NIDAQmx_CG.obj
100615B8      _DAQmxGetCOPulseHighTime@12                   NIDAQmx_CG.obj
10061640      _DAQmxSetCOPulseHighTime@16                   NIDAQmx_CG.obj
100616E0      _DAQmxResetCOPulseHighTime@8                  NIDAQmx_CG.obj
10061738      _DAQmxGetCOPulseLowTime@12                    NIDAQmx_CG.obj
10061790      _DAQmxSetCOPulseLowTime@16                    NIDAQmx_CG.obj
10061800      _DAQmxResetCOPulseLowTime@8                   NIDAQmx_CG.obj
10061858      _DAQmxGetCOPulseTimeInitialDelay@12           NIDAQmx_CG.obj
100618B0      _DAQmxSetCOPulseTimeInitialDelay@16           NIDAQmx_CG.obj
10061920      _DAQmxResetCOPulseTimeInitialDelay@8          NIDAQmx_CG.obj
10061978      _DAQmxGetCOPulseDutyCyc@12                    NIDAQmx_CG.obj
100619D0      _DAQmxSetCOPulseDutyCyc@16                    NIDAQmx_CG.obj
10061A40      _DAQmxResetCOPulseDutyCyc@8                   NIDAQmx_CG.obj
10061A98      _DAQmxGetCOPulseFreqUnits@12                  NIDAQmx_CG.obj
10061AF0      _DAQmxSetCOPulseFreqUnits@12                  NIDAQmx_CG.obj
10061B48      _DAQmxResetCOPulseFreqUnits@8                 NIDAQmx_CG.obj
10061BA0      _DAQmxGetCOPulseFreq@12                       NIDAQmx_CG.obj
10061C20      _DAQmxSetCOPulseFreq@16                       NIDAQmx_CG.obj
10061CB8      _DAQmxResetCOPulseFreq@8                      NIDAQmx_CG.obj
10061D40      _DAQmxGetCOPulseFreqInitialDelay@12           NIDAQmx_CG.obj
10061D98      _DAQmxSetCOPulseFreqInitialDelay@16           NIDAQmx_CG.obj
10061E08      _DAQmxResetCOPulseFreqInitialDelay@8          NIDAQmx_CG.obj
10061E60      _DAQmxGetCOPulseHighTicks@12                  NIDAQmx_CG.obj
10061EB8      _DAQmxSetCOPulseHighTicks@12                  NIDAQmx_CG.obj
10061F10      _DAQmxResetCOPulseHighTicks@8                 NIDAQmx_CG.obj
10061F68      _DAQmxGetCOPulseLowTicks@12                   NIDAQmx_CG.obj
10061FF0      _DAQmxSetCOPulseLowTicks@12                   NIDAQmx_CG.obj
10062078      _DAQmxResetCOPulseLowTicks@8                  NIDAQmx_CG.obj
100620D0      _DAQmxGetCOPulseTicksInitialDelay@12          NIDAQmx_CG.obj
10062128      _DAQmxSetCOPulseTicksInitialDelay@12          NIDAQmx_CG.obj
10062180      _DAQmxResetCOPulseTicksInitialDelay@8         NIDAQmx_CG.obj
100621D8      _DAQmxGetCOCtrTimebaseSrc@16                  NIDAQmx_CG.obj
10062230      _DAQmxSetCOCtrTimebaseSrc@12                  NIDAQmx_CG.obj
10062288      _DAQmxResetCOCtrTimebaseSrc@8                 NIDAQmx_CG.obj
100622E0      _DAQmxGetCOCtrTimebaseRate@12                 NIDAQmx_CG.obj
10062338      _DAQmxSetCOCtrTimebaseRate@16                 NIDAQmx_CG.obj
100623A8      _DAQmxResetCOCtrTimebaseRate@8                NIDAQmx_CG.obj
10062400      _DAQmxGetCOCtrTimebaseActiveEdge@12           NIDAQmx_CG.obj
10062458      _DAQmxSetCOCtrTimebaseActiveEdge@12           NIDAQmx_CG.obj
100624B0      _DAQmxResetCOCtrTimebaseActiveEdge@8          NIDAQmx_CG.obj
10062508      _DAQmxGetCOCtrTimebaseDigFltrEnable@12        NIDAQmx_CG.obj
10062560      _DAQmxSetCOCtrTimebaseDigFltrEnable@12        NIDAQmx_CG.obj
100625B8      _DAQmxResetCOCtrTimebaseDigFltrEnable@8       NIDAQmx_CG.obj
10062610      _DAQmxGetCOCtrTimebaseDigFltrMinPulseWidth@12      NIDAQmx_CG.obj
10062668      _DAQmxSetCOCtrTimebaseDigFltrMinPulseWidth@16      NIDAQmx_CG.obj
100626D8      _DAQmxResetCOCtrTimebaseDigFltrMinPulseWidth@8      NIDAQmx_CG.obj
10062730      _DAQmxGetCOCtrTimebaseDigFltrTimebaseSrc@16      NIDAQmx_CG.obj
10062788      _DAQmxSetCOCtrTimebaseDigFltrTimebaseSrc@12      NIDAQmx_CG.obj
100627E0      _DAQmxResetCOCtrTimebaseDigFltrTimebaseSrc@8      NIDAQmx_CG.obj
10062838      _DAQmxGetCOCtrTimebaseDigFltrTimebaseRate@12      NIDAQmx_CG.obj
10062890      _DAQmxSetCOCtrTimebaseDigFltrTimebaseRate@16      NIDAQmx_CG.obj
10062900      _DAQmxResetCOCtrTimebaseDigFltrTimebaseRate@8      NIDAQmx_CG.obj
10062958      _DAQmxGetCOCtrTimebaseDigSyncEnable@12        NIDAQmx_CG.obj
100629B0      _DAQmxSetCOCtrTimebaseDigSyncEnable@12        NIDAQmx_CG.obj
10062A08      _DAQmxResetCOCtrTimebaseDigSyncEnable@8       NIDAQmx_CG.obj
10062A60      _DAQmxGetCOCount@12                           NIDAQmx_CG.obj
10062AD0      _DAQmxGetCOOutputState@12                     NIDAQmx_CG.obj
10062B58      _DAQmxGetCOAutoIncrCnt@12                     NIDAQmx_CG.obj
10062BE0      _DAQmxSetCOAutoIncrCnt@12                     NIDAQmx_CG.obj
10062C68      _DAQmxResetCOAutoIncrCnt@8                    NIDAQmx_CG.obj
10062CF0      _DAQmxGetCOCtrTimebaseMasterTimebaseDiv@12      NIDAQmx_CG.obj
10062D48      _DAQmxSetCOCtrTimebaseMasterTimebaseDiv@12      NIDAQmx_CG.obj
10062DA0      _DAQmxResetCOCtrTimebaseMasterTimebaseDiv@8      NIDAQmx_CG.obj
10062DF8      _DAQmxGetCOPulseDone@12                       NIDAQmx_CG.obj
10062E78      _DAQmxGetCOEnableInitialDelayOnRetrigger@12      NIDAQmx_CG.obj
10062ED0      _DAQmxSetCOEnableInitialDelayOnRetrigger@12      NIDAQmx_CG.obj
10062F28      _DAQmxResetCOEnableInitialDelayOnRetrigger@8      NIDAQmx_CG.obj
10062F80      _DAQmxGetCOConstrainedGenMode@12              NIDAQmx_CG.obj
10062FD8      _DAQmxSetCOConstrainedGenMode@12              NIDAQmx_CG.obj
10063030      _DAQmxResetCOConstrainedGenMode@8             NIDAQmx_CG.obj
10063088      _DAQmxGetCOUseOnlyOnBrdMem@12                 NIDAQmx_CG.obj
100630E0      _DAQmxSetCOUseOnlyOnBrdMem@12                 NIDAQmx_CG.obj
10063138      _DAQmxResetCOUseOnlyOnBrdMem@8                NIDAQmx_CG.obj
10063190      _DAQmxGetCODataXferMech@12                    NIDAQmx_CG.obj
100631E8      _DAQmxSetCODataXferMech@12                    NIDAQmx_CG.obj
10063240      _DAQmxResetCODataXferMech@8                   NIDAQmx_CG.obj
10063298      _DAQmxGetCODataXferReqCond@12                 NIDAQmx_CG.obj
100632F0      _DAQmxSetCODataXferReqCond@12                 NIDAQmx_CG.obj
10063348      _DAQmxResetCODataXferReqCond@8                NIDAQmx_CG.obj
100633A0      _DAQmxGetCOUsbXferReqSize@12                  NIDAQmx_CG.obj
100633F8      _DAQmxSetCOUsbXferReqSize@12                  NIDAQmx_CG.obj
10063450      _DAQmxResetCOUsbXferReqSize@8                 NIDAQmx_CG.obj
100634A8      _DAQmxGetCOUsbXferReqCount@12                 NIDAQmx_CG.obj
10063500      _DAQmxSetCOUsbXferReqCount@12                 NIDAQmx_CG.obj
10063558      _DAQmxResetCOUsbXferReqCount@8                NIDAQmx_CG.obj
100635B0      _DAQmxGetCOMemMapEnable@12                    NIDAQmx_CG.obj
10063608      _DAQmxSetCOMemMapEnable@12                    NIDAQmx_CG.obj
10063660      _DAQmxResetCOMemMapEnable@8                   NIDAQmx_CG.obj
100636B8      _DAQmxGetCOPrescaler@12                       NIDAQmx_CG.obj
10063738      _DAQmxSetCOPrescaler@12                       NIDAQmx_CG.obj
100637B8      _DAQmxResetCOPrescaler@8                      NIDAQmx_CG.obj
10063840      _DAQmxGetCORdyForNewVal@12                    NIDAQmx_CG.obj
10063898      _DAQmxGetChanType@12                          NIDAQmx_CG.obj
10063918      _DAQmxGetPhysicalChanName@16                  NIDAQmx_CG.obj
10063970      _DAQmxSetPhysicalChanName@12                  NIDAQmx_CG.obj
100639C8      _DAQmxGetChanDescr@16                         NIDAQmx_CG.obj
10063A48      _DAQmxSetChanDescr@12                         NIDAQmx_CG.obj
10063AC8      _DAQmxResetChanDescr@8                        NIDAQmx_CG.obj
10063B48      _DAQmxGetChanIsGlobal@12                      NIDAQmx_CG.obj
10063BD0      _DAQmxGetExportedAIConvClkOutputTerm@12       NIDAQmx_CG.obj
10063C28      _DAQmxSetExportedAIConvClkOutputTerm@8        NIDAQmx_CG.obj
10063C80      _DAQmxResetExportedAIConvClkOutputTerm@4      NIDAQmx_CG.obj
10063CD8      _DAQmxGetExportedAIConvClkPulsePolarity@8      NIDAQmx_CG.obj
10063D30      _DAQmxGetExported10MHzRefClkOutputTerm@12      NIDAQmx_CG.obj
10063D88      _DAQmxSetExported10MHzRefClkOutputTerm@8      NIDAQmx_CG.obj
10063DE0      _DAQmxResetExported10MHzRefClkOutputTerm@4      NIDAQmx_CG.obj
10063E38      _DAQmxGetExported20MHzTimebaseOutputTerm@12      NIDAQmx_CG.obj
10063E90      _DAQmxSetExported20MHzTimebaseOutputTerm@8      NIDAQmx_CG.obj
10063EE8      _DAQmxResetExported20MHzTimebaseOutputTerm@4      NIDAQmx_CG.obj
10063F40      _DAQmxGetExportedSampClkOutputBehavior@8      NIDAQmx_CG.obj
10063F98      _DAQmxSetExportedSampClkOutputBehavior@8      NIDAQmx_CG.obj
10063FF0      _DAQmxResetExportedSampClkOutputBehavior@4      NIDAQmx_CG.obj
10064048      _DAQmxGetExportedSampClkOutputTerm@12         NIDAQmx_CG.obj
100640A0      _DAQmxSetExportedSampClkOutputTerm@8          NIDAQmx_CG.obj
100640F8      _DAQmxResetExportedSampClkOutputTerm@4        NIDAQmx_CG.obj
10064150      _DAQmxGetExportedSampClkDelayOffset@8         NIDAQmx_CG.obj
100641A8      _DAQmxSetExportedSampClkDelayOffset@12        NIDAQmx_CG.obj
10064218      _DAQmxResetExportedSampClkDelayOffset@4       NIDAQmx_CG.obj
10064270      _DAQmxGetExportedSampClkPulsePolarity@8       NIDAQmx_CG.obj
100642C8      _DAQmxSetExportedSampClkPulsePolarity@8       NIDAQmx_CG.obj
10064320      _DAQmxResetExportedSampClkPulsePolarity@4      NIDAQmx_CG.obj
10064378      _DAQmxGetExportedSampClkTimebaseOutputTerm@12      NIDAQmx_CG.obj
100643D0      _DAQmxSetExportedSampClkTimebaseOutputTerm@8      NIDAQmx_CG.obj
10064428      _DAQmxResetExportedSampClkTimebaseOutputTerm@4      NIDAQmx_CG.obj
10064480      _DAQmxGetExportedDividedSampClkTimebaseOutputTerm@12      NIDAQmx_CG.obj
100644D8      _DAQmxSetExportedDividedSampClkTimebaseOutputTerm@8      NIDAQmx_CG.obj
10064530      _DAQmxResetExportedDividedSampClkTimebaseOutputTerm@4      NIDAQmx_CG.obj
10064588      _DAQmxGetExportedAdvTrigOutputTerm@12         NIDAQmx_CG.obj
100645E0      _DAQmxSetExportedAdvTrigOutputTerm@8          NIDAQmx_CG.obj
10064638      _DAQmxResetExportedAdvTrigOutputTerm@4        NIDAQmx_CG.obj
10064690      _DAQmxGetExportedAdvTrigPulsePolarity@8       NIDAQmx_CG.obj
100646E8      _DAQmxGetExportedAdvTrigPulseWidthUnits@8      NIDAQmx_CG.obj
10064740      _DAQmxSetExportedAdvTrigPulseWidthUnits@8      NIDAQmx_CG.obj
10064798      _DAQmxResetExportedAdvTrigPulseWidthUnits@4      NIDAQmx_CG.obj
100647F0      _DAQmxGetExportedAdvTrigPulseWidth@8          NIDAQmx_CG.obj
10064848      _DAQmxSetExportedAdvTrigPulseWidth@12         NIDAQmx_CG.obj
100648B8      _DAQmxResetExportedAdvTrigPulseWidth@4        NIDAQmx_CG.obj
10064910      _DAQmxGetExportedPauseTrigOutputTerm@12       NIDAQmx_CG.obj
10064968      _DAQmxSetExportedPauseTrigOutputTerm@8        NIDAQmx_CG.obj
100649C0      _DAQmxResetExportedPauseTrigOutputTerm@4      NIDAQmx_CG.obj
10064A18      _DAQmxGetExportedPauseTrigLvlActiveLvl@8      NIDAQmx_CG.obj
10064A70      _DAQmxSetExportedPauseTrigLvlActiveLvl@8      NIDAQmx_CG.obj
10064AC8      _DAQmxResetExportedPauseTrigLvlActiveLvl@4      NIDAQmx_CG.obj
10064B20      _DAQmxGetExportedRefTrigOutputTerm@12         NIDAQmx_CG.obj
10064B78      _DAQmxSetExportedRefTrigOutputTerm@8          NIDAQmx_CG.obj
10064BD0      _DAQmxResetExportedRefTrigOutputTerm@4        NIDAQmx_CG.obj
10064C28      _DAQmxGetExportedRefTrigPulsePolarity@8       NIDAQmx_CG.obj
10064C80      _DAQmxSetExportedRefTrigPulsePolarity@8       NIDAQmx_CG.obj
10064CD8      _DAQmxResetExportedRefTrigPulsePolarity@4      NIDAQmx_CG.obj
10064D30      _DAQmxGetExportedStartTrigOutputTerm@12       NIDAQmx_CG.obj
10064D88      _DAQmxSetExportedStartTrigOutputTerm@8        NIDAQmx_CG.obj
10064DE0      _DAQmxResetExportedStartTrigOutputTerm@4      NIDAQmx_CG.obj
10064E38      _DAQmxGetExportedStartTrigPulsePolarity@8      NIDAQmx_CG.obj
10064E90      _DAQmxSetExportedStartTrigPulsePolarity@8      NIDAQmx_CG.obj
10064EE8      _DAQmxResetExportedStartTrigPulsePolarity@4      NIDAQmx_CG.obj
10064F40      _DAQmxGetExportedAdvCmpltEventOutputTerm@12      NIDAQmx_CG.obj
10064F98      _DAQmxSetExportedAdvCmpltEventOutputTerm@8      NIDAQmx_CG.obj
10064FF0      _DAQmxResetExportedAdvCmpltEventOutputTerm@4      NIDAQmx_CG.obj
10065048      _DAQmxGetExportedAdvCmpltEventDelay@8         NIDAQmx_CG.obj
100650A0      _DAQmxSetExportedAdvCmpltEventDelay@12        NIDAQmx_CG.obj
10065110      _DAQmxResetExportedAdvCmpltEventDelay@4       NIDAQmx_CG.obj
10065168      _DAQmxGetExportedAdvCmpltEventPulsePolarity@8      NIDAQmx_CG.obj
100651C0      _DAQmxSetExportedAdvCmpltEventPulsePolarity@8      NIDAQmx_CG.obj
10065218      _DAQmxResetExportedAdvCmpltEventPulsePolarity@4      NIDAQmx_CG.obj
10065270      _DAQmxGetExportedAdvCmpltEventPulseWidth@8      NIDAQmx_CG.obj
100652C8      _DAQmxSetExportedAdvCmpltEventPulseWidth@12      NIDAQmx_CG.obj
10065330      _DAQmxResetExportedAdvCmpltEventPulseWidth@4      NIDAQmx_CG.obj
10065388      _DAQmxGetExportedAIHoldCmpltEventOutputTerm@12      NIDAQmx_CG.obj
100653E0      _DAQmxSetExportedAIHoldCmpltEventOutputTerm@8      NIDAQmx_CG.obj
10065438      _DAQmxResetExportedAIHoldCmpltEventOutputTerm@4      NIDAQmx_CG.obj
10065490      _DAQmxGetExportedAIHoldCmpltEventPulsePolarity@8      NIDAQmx_CG.obj
100654E8      _DAQmxSetExportedAIHoldCmpltEventPulsePolarity@8      NIDAQmx_CG.obj
10065540      _DAQmxResetExportedAIHoldCmpltEventPulsePolarity@4      NIDAQmx_CG.obj
10065598      _DAQmxGetExportedChangeDetectEventOutputTerm@12      NIDAQmx_CG.obj
100655F0      _DAQmxSetExportedChangeDetectEventOutputTerm@8      NIDAQmx_CG.obj
10065648      _DAQmxResetExportedChangeDetectEventOutputTerm@4      NIDAQmx_CG.obj
100656A0      _DAQmxGetExportedChangeDetectEventPulsePolarity@8      NIDAQmx_CG.obj
100656F8      _DAQmxSetExportedChangeDetectEventPulsePolarity@8      NIDAQmx_CG.obj
10065750      _DAQmxResetExportedChangeDetectEventPulsePolarity@4      NIDAQmx_CG.obj
100657A8      _DAQmxGetExportedCtrOutEventOutputTerm@12      NIDAQmx_CG.obj
10065800      _DAQmxSetExportedCtrOutEventOutputTerm@8      NIDAQmx_CG.obj
10065858      _DAQmxResetExportedCtrOutEventOutputTerm@4      NIDAQmx_CG.obj
100658B0      _DAQmxGetExportedCtrOutEventOutputBehavior@8      NIDAQmx_CG.obj
10065908      _DAQmxSetExportedCtrOutEventOutputBehavior@8      NIDAQmx_CG.obj
10065960      _DAQmxResetExportedCtrOutEventOutputBehavior@4      NIDAQmx_CG.obj
100659B8      _DAQmxGetExportedCtrOutEventPulsePolarity@8      NIDAQmx_CG.obj
10065A10      _DAQmxSetExportedCtrOutEventPulsePolarity@8      NIDAQmx_CG.obj
10065A68      _DAQmxResetExportedCtrOutEventPulsePolarity@4      NIDAQmx_CG.obj
10065AC0      _DAQmxGetExportedCtrOutEventToggleIdleState@8      NIDAQmx_CG.obj
10065B18      _DAQmxSetExportedCtrOutEventToggleIdleState@8      NIDAQmx_CG.obj
10065B70      _DAQmxResetExportedCtrOutEventToggleIdleState@4      NIDAQmx_CG.obj
10065BC8      _DAQmxGetExportedHshkEventOutputTerm@12       NIDAQmx_CG.obj
10065C20      _DAQmxSetExportedHshkEventOutputTerm@8        NIDAQmx_CG.obj
10065C78      _DAQmxResetExportedHshkEventOutputTerm@4      NIDAQmx_CG.obj
10065CD0      _DAQmxGetExportedHshkEventOutputBehavior@8      NIDAQmx_CG.obj
10065D28      _DAQmxSetExportedHshkEventOutputBehavior@8      NIDAQmx_CG.obj
10065D80      _DAQmxResetExportedHshkEventOutputBehavior@4      NIDAQmx_CG.obj
10065DD8      _DAQmxGetExportedHshkEventDelay@8             NIDAQmx_CG.obj
10065E30      _DAQmxSetExportedHshkEventDelay@12            NIDAQmx_CG.obj
10065EA0      _DAQmxResetExportedHshkEventDelay@4           NIDAQmx_CG.obj
10065EF8      _DAQmxGetExportedHshkEventInterlockedAssertedLvl@8      NIDAQmx_CG.obj
10065F50      _DAQmxSetExportedHshkEventInterlockedAssertedLvl@8      NIDAQmx_CG.obj
10065FA8      _DAQmxResetExportedHshkEventInterlockedAssertedLvl@4      NIDAQmx_CG.obj
10066000      _DAQmxGetExportedHshkEventInterlockedAssertOnStart@8      NIDAQmx_CG.obj
10066058      _DAQmxSetExportedHshkEventInterlockedAssertOnStart@8      NIDAQmx_CG.obj
100660B0      _DAQmxResetExportedHshkEventInterlockedAssertOnStart@4      NIDAQmx_CG.obj
10066108      _DAQmxGetExportedHshkEventInterlockedDeassertDelay@8      NIDAQmx_CG.obj
10066160      _DAQmxSetExportedHshkEventInterlockedDeassertDelay@12      NIDAQmx_CG.obj
100661D0      _DAQmxResetExportedHshkEventInterlockedDeassertDelay@4      NIDAQmx_CG.obj
10066228      _DAQmxGetExportedHshkEventPulsePolarity@8      NIDAQmx_CG.obj
10066280      _DAQmxSetExportedHshkEventPulsePolarity@8      NIDAQmx_CG.obj
100662D8      _DAQmxResetExportedHshkEventPulsePolarity@4      NIDAQmx_CG.obj
10066330      _DAQmxGetExportedHshkEventPulseWidth@8        NIDAQmx_CG.obj
10066388      _DAQmxSetExportedHshkEventPulseWidth@12       NIDAQmx_CG.obj
100663F0      _DAQmxResetExportedHshkEventPulseWidth@4      NIDAQmx_CG.obj
10066448      _DAQmxGetExportedRdyForXferEventOutputTerm@12      NIDAQmx_CG.obj
100664A0      _DAQmxSetExportedRdyForXferEventOutputTerm@8      NIDAQmx_CG.obj
100664F8      _DAQmxResetExportedRdyForXferEventOutputTerm@4      NIDAQmx_CG.obj
10066550      _DAQmxGetExportedRdyForXferEventLvlActiveLvl@8      NIDAQmx_CG.obj
100665A8      _DAQmxSetExportedRdyForXferEventLvlActiveLvl@8      NIDAQmx_CG.obj
10066600      _DAQmxResetExportedRdyForXferEventLvlActiveLvl@4      NIDAQmx_CG.obj
10066658      _DAQmxGetExportedRdyForXferEventDeassertCond@8      NIDAQmx_CG.obj
100666B0      _DAQmxSetExportedRdyForXferEventDeassertCond@8      NIDAQmx_CG.obj
10066708      _DAQmxResetExportedRdyForXferEventDeassertCond@4      NIDAQmx_CG.obj
10066760      _DAQmxGetExportedRdyForXferEventDeassertCondCustomThreshold@8      NIDAQmx_CG.obj
100667B8      _DAQmxSetExportedRdyForXferEventDeassertCondCustomThreshold@8      NIDAQmx_CG.obj
10066810      _DAQmxResetExportedRdyForXferEventDeassertCondCustomThreshold@4      NIDAQmx_CG.obj
10066868      _DAQmxGetExportedDataActiveEventOutputTerm@12      NIDAQmx_CG.obj
100668C0      _DAQmxSetExportedDataActiveEventOutputTerm@8      NIDAQmx_CG.obj
10066918      _DAQmxResetExportedDataActiveEventOutputTerm@4      NIDAQmx_CG.obj
10066970      _DAQmxGetExportedDataActiveEventLvlActiveLvl@8      NIDAQmx_CG.obj
100669C8      _DAQmxSetExportedDataActiveEventLvlActiveLvl@8      NIDAQmx_CG.obj
10066A20      _DAQmxResetExportedDataActiveEventLvlActiveLvl@4      NIDAQmx_CG.obj
10066A78      _DAQmxGetExportedRdyForStartEventOutputTerm@12      NIDAQmx_CG.obj
10066AD0      _DAQmxSetExportedRdyForStartEventOutputTerm@8      NIDAQmx_CG.obj
10066B28      _DAQmxResetExportedRdyForStartEventOutputTerm@4      NIDAQmx_CG.obj
10066B80      _DAQmxGetExportedRdyForStartEventLvlActiveLvl@8      NIDAQmx_CG.obj
10066BD8      _DAQmxSetExportedRdyForStartEventLvlActiveLvl@8      NIDAQmx_CG.obj
10066C30      _DAQmxResetExportedRdyForStartEventLvlActiveLvl@4      NIDAQmx_CG.obj
10066C88      _DAQmxGetExportedSyncPulseEventOutputTerm@12      NIDAQmx_CG.obj
10066CE0      _DAQmxSetExportedSyncPulseEventOutputTerm@8      NIDAQmx_CG.obj
10066D38      _DAQmxResetExportedSyncPulseEventOutputTerm@4      NIDAQmx_CG.obj
10066D90      _DAQmxGetExportedWatchdogExpiredEventOutputTerm@12      NIDAQmx_CG.obj
10066DE8      _DAQmxSetExportedWatchdogExpiredEventOutputTerm@8      NIDAQmx_CG.obj
10066E40      _DAQmxResetExportedWatchdogExpiredEventOutputTerm@4      NIDAQmx_CG.obj
10066E98      _DAQmxGetDevIsSimulated@8                     NIDAQmx_CG.obj
10066EF0      _DAQmxGetDevProductCategory@8                 NIDAQmx_CG.obj
10066F48      _DAQmxGetDevProductType@12                    NIDAQmx_CG.obj
10066FA0      _DAQmxGetDevProductNum@8                      NIDAQmx_CG.obj
10067028      _DAQmxGetDevSerialNum@8                       NIDAQmx_CG.obj
100670B0      _DAQmxGetDevAccessoryProductTypes@12          NIDAQmx_CG.obj
10067108      _DAQmxGetDevAccessoryProductNums@12           NIDAQmx_CG.obj
10067160      _DAQmxGetDevAccessorySerialNums@12            NIDAQmx_CG.obj
100671B8      _DAQmxGetCarrierSerialNum@8                   NIDAQmx_CG.obj
10067210      _DAQmxGetDevChassisModuleDevNames@12          NIDAQmx_CG.obj
10067268      _DAQmxGetDevAnlgTrigSupported@8               NIDAQmx_CG.obj
100672C0      _DAQmxGetDevDigTrigSupported@8                NIDAQmx_CG.obj
10067318      _DAQmxGetDevAIPhysicalChans@12                NIDAQmx_CG.obj
10067370      _DAQmxGetDevAISupportedMeasTypes@12           NIDAQmx_CG.obj
100673C8      _DAQmxGetDevAIMaxSingleChanRate@8             NIDAQmx_CG.obj
10067420      _DAQmxGetDevAIMaxMultiChanRate@8              NIDAQmx_CG.obj
10067478      _DAQmxGetDevAIMinRate@8                       NIDAQmx_CG.obj
10067500      _DAQmxGetDevAISimultaneousSamplingSupported@8      NIDAQmx_CG.obj
10067558      _DAQmxGetDevAISampModes@12                    NIDAQmx_CG.obj
100675B0      _DAQmxGetDevAITrigUsage@8                     NIDAQmx_CG.obj
10067608      _DAQmxGetDevAIVoltageRngs@12                  NIDAQmx_CG.obj
10067660      _DAQmxGetDevAIVoltageIntExcitDiscreteVals@12      NIDAQmx_CG.obj
100676B8      _DAQmxGetDevAIVoltageIntExcitRangeVals@12      NIDAQmx_CG.obj
10067710      _DAQmxGetDevAICurrentRngs@12                  NIDAQmx_CG.obj
10067768      _DAQmxGetDevAICurrentIntExcitDiscreteVals@12      NIDAQmx_CG.obj
100677C0      _DAQmxGetDevAIBridgeRngs@12                   NIDAQmx_CG.obj
10067848      _DAQmxGetDevAIResistanceRngs@12               NIDAQmx_CG.obj
100678A0      _DAQmxGetDevAIFreqRngs@12                     NIDAQmx_CG.obj
10067928      _DAQmxGetDevAIGains@12                        NIDAQmx_CG.obj
100679B0      _DAQmxGetDevAICouplings@8                     NIDAQmx_CG.obj
10067A08      _DAQmxGetDevAILowpassCutoffFreqDiscreteVals@12      NIDAQmx_CG.obj
10067A60      _DAQmxGetDevAILowpassCutoffFreqRangeVals@12      NIDAQmx_CG.obj
10067AB8      _DAQmxGetDevAIDigFltrLowpassCutoffFreqDiscreteVals@12      NIDAQmx_CG.obj
10067B10      _DAQmxGetDevAIDigFltrLowpassCutoffFreqRangeVals@12      NIDAQmx_CG.obj
10067B68      _DAQmxGetDevAOPhysicalChans@12                NIDAQmx_CG.obj
10067BC0      _DAQmxGetDevAOSupportedOutputTypes@12         NIDAQmx_CG.obj
10067C18      _DAQmxGetDevAOSampClkSupported@8              NIDAQmx_CG.obj
10067C70      _DAQmxGetDevAOSampModes@12                    NIDAQmx_CG.obj
10067CC8      _DAQmxGetDevAOMaxRate@8                       NIDAQmx_CG.obj
10067D50      _DAQmxGetDevAOMinRate@8                       NIDAQmx_CG.obj
10067DD8      _DAQmxGetDevAOTrigUsage@8                     NIDAQmx_CG.obj
10067E30      _DAQmxGetDevAOVoltageRngs@12                  NIDAQmx_CG.obj
10067E88      _DAQmxGetDevAOCurrentRngs@12                  NIDAQmx_CG.obj
10067EE0      _DAQmxGetDevAOGains@12                        NIDAQmx_CG.obj
10067F68      _DAQmxGetDevDILines@12                        NIDAQmx_CG.obj
10067FF0      _DAQmxGetDevDIPorts@12                        NIDAQmx_CG.obj
10068078      _DAQmxGetDevDIMaxRate@8                       NIDAQmx_CG.obj
10068100      _DAQmxGetDevDITrigUsage@8                     NIDAQmx_CG.obj
10068158      _DAQmxGetDevDOLines@12                        NIDAQmx_CG.obj
100681E0      _DAQmxGetDevDOPorts@12                        NIDAQmx_CG.obj
10068268      _DAQmxGetDevDOMaxRate@8                       NIDAQmx_CG.obj
100682F0      _DAQmxGetDevDOTrigUsage@8                     NIDAQmx_CG.obj
10068348      _DAQmxGetDevCIPhysicalChans@12                NIDAQmx_CG.obj
100683A0      _DAQmxGetDevCISupportedMeasTypes@12           NIDAQmx_CG.obj
